"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2017","The Citadel",80.6715,2,79.2785,2,104.44,154,105.631,147,116.082,346,116.286,340,-10.6545,287
"2017","Toledo",69.5159,176,66.1131,252,109.016,65,108.736,93,105.704,223,106.027,198,2.70931,129
"2017","Towson",68.7238,220,67.4401,193,105.278,142,105.454,151,100.828,107,101.108,99,4.34576,116
"2017","Troy",69.1513,196,67.6355,178,109.382,60,109.937,74,104.189,193,107.282,226,2.6548,130
"2017","Tulane",71.1303,87,69.9267,63,97.8711,288,102.579,207,109.301,299,109.044,258,-6.46475,238
"2017","Tulsa",67.8135,258,67.6495,177,99.0904,259,104.522,167,103.545,174,102.896,139,1.62603,143
"2017","UAB",67.7379,263,65.5997,270,103.929,165,103.806,186,103.415,172,106.32,204,-2.51412,196
"2017","UC Davis",69.6275,167,68.1441,142,98.5302,275,97.8628,292,97.8132,47,102.62,129,-4.75686,217
"2017","UC Irvine",67.0606,284,65.9623,261,101.295,219,100.979,236,96.5019,38,99.1493,70,1.83011,138
"2017","UC Riverside",68.9647,208,67.3433,198,92.1141,342,92.1077,339,102.8,157,105.996,197,-13.8887,314
"2017","UC Santa Barbara",66.3465,301,63.5885,324,90.4772,346,91.2915,343,107.177,250,109.376,266,-18.0846,331
"2017","UCF",66.1888,309,65.1913,284,100.904,228,103.833,183,91.5863,6,92.8363,16,10.9969,67
"2017","UCLA",74.8337,14,72.8035,14,120.722,1,122.62,3,101.061,113,99.9359,82,22.6839,18
"2017","UMass Lowell",72.8256,37,71.2587,29,105.562,131,104.269,172,110.862,324,115.618,337,-11.3486,292
"2017","UMBC",71.2545,84,70.0246,60,109.666,56,108.361,102,106.968,246,110.511,290,-2.14996,193
"2017","UMKC",73.9183,25,70.4041,51,101.346,217,102.526,212,106.985,247,107.756,233,-5.22991,221
"2017","UNC Asheville",68.6602,225,67.5895,180,108.606,74,107.713,115,97.9582,49,101.651,106,6.06177,98
"2017","UNC Greensboro",67.677,266,66.0726,253,107.652,88,107.771,113,103.188,166,104.1,165,3.67144,120
"2017","UNC Wilmington",70.2145,132,69.6953,71,118.102,4,117.766,18,105.254,213,105.345,189,12.421,59
"2017","UNLV",70.409,121,67.8375,165,96.3145,314,98.17,288,105.673,221,105.347,190,-7.17679,249
"2017","USC",70.8167,104,68.5048,117,110.855,43,112.368,48,102.912,160,100.291,85,12.0767,61
"2017","USC Upstate",70.3756,124,67.5638,183,107.145,95,105.279,155,109.43,300,111.178,300,-5.89856,228
"2017","UT Arlington",70.6351,110,69.5678,76,107.995,86,109.851,75,98.9199,62,100.381,88,9.46965,77
"2017","UT Rio Grande Valley",75.9431,6,73.5023,8,99.0596,261,100.365,248,109.236,297,113.175,320,-12.8095,303
"2017","Utah",69.7057,162,68.1517,141,110.688,46,113.193,40,99.2119,65,99.5689,75,13.6245,53
"2017","Utah St.",68.7137,222,66.0242,255,103.908,167,106.803,128,103.93,187,104.453,170,2.34995,132
"2017","Utah Valley",75.4904,9,72.9092,12,98.569,273,100.24,252,98.153,51,101.621,104,-1.38116,188
"2017","UTEP",67.659,267,65.7665,267,99.9639,246,99.6861,261,100.583,102,102.718,135,-3.03232,202
"2017","UTSA",69.0823,199,67.5608,184,94.1633,329,95.0707,324,100.233,90,102.662,132,-7.59087,255
"2017","Valparaiso",69.6004,168,66.6944,221,105.764,125,106.228,140,97.9399,48,100.568,89,5.65999,103
"2017","Vanderbilt",67.1609,283,65.157,286,105.984,121,112.299,50,100.926,111,96.1069,41,16.1918,34
"2017","VCU",68.8475,215,67.796,168,106.826,102,110.14,71,95.0426,20,95.622,35,14.5179,47
"2017","Vermont",65.2644,326,63.9868,313,112.739,23,110.816,61,96.2827,36,98.9199,67,11.8965,62
"2017","Villanova",65.8287,314,63.6161,323,117.917,5,122.695,2,95.7139,29,91.972,11,30.7234,2
"2017","Virginia",60.098,351,58.4767,351,109.116,63,113.619,37,91.0938,4,87.0457,1,26.573,7
"2017","Virginia Tech",69.9367,150,67.9295,158,112.502,24,117.332,21,106.185,229,102.475,126,14.8573,44
"2017","VMI",69.9737,147,68.5555,112,97.2221,299,97.749,293,114.983,341,113.617,322,-15.868,327
"2017","Wagner",64.8006,333,62.4201,340,102.711,180,101.016,235,101.246,119,108.025,240,-7.00904,246
"2017","Wake Forest",71.6909,65,70.208,56,115.496,13,121.272,6,109.745,305,104.392,168,16.8802,32
"2017","Washington",72.7908,40,70.4929,47,104.454,153,107.587,116,111.14,325,107.882,236,-0.294282,173
"2017","Washington St.",69.2563,189,67.0745,211,100.446,236,104.233,176,110.285,319,106.547,210,-2.31347,194
"2017","Weber St.",68.6911,224,66.0425,254,111.006,40,108.327,104,106.473,239,109.052,259,-0.724466,180
"2017","West Virginia",71.479,75,69.4959,80,112.338,26,116.478,27,91.646,7,89.5745,5,26.9038,5
"2017","Western Carolina",68.9558,209,66.3,243,86.5294,351,90.1677,348,107.539,257,104.856,179,-14.6888,322
"2017","Western Illinois",70.6065,111,68.3024,128,97.2351,298,97.0737,300,109.077,292,108.784,253,-11.7105,295
"2017","Western Kentucky",67.4672,270,65.3753,274,102.462,191,102.875,202,106.845,245,109.109,262,-6.23412,233
"2017","Western Michigan",70.1116,136,67.3586,197,106.811,103,107.084,124,106.834,244,106.733,213,0.351593,162
"2017","Wichita St.",69.6587,165,68.2493,132,117.578,6,119.636,12,90.085,2,93.2151,19,26.4211,8
"2017","William & Mary",71.4706,76,70.4928,48,111.223,37,112.021,51,110.038,312,109.624,273,2.39676,131
"2017","Winthrop",71.226,85,70.5201,46,108.867,69,106.602,134,97.0163,40,101.63,105,4.97182,111
"2017","Wisconsin",64.5856,339,62.9251,333,110.209,49,113.55,39,94.0971,15,91.3046,8,22.2449,23
"2017","Wofford",67.8813,251,66.33,241,108.469,77,110.032,73,108.453,281,108.209,243,1.82289,139
"2017","Wright St.",71.3732,81,68.5205,116,105.352,138,106.506,136,103.362,170,106.33,205,0.176498,166
"2017","Wyoming",74.6309,15,73.0558,11,102.043,199,103.453,188,101.279,121,101.994,115,1.45873,146
"2017","Xavier",68.3481,240,66.7785,219,108.762,70,114.765,33,103.983,188,99.554,74,15.2109,40
"2017","Yale",68.2454,243,67.6796,175,106.163,118,106.137,142,103.44,173,105.014,183,1.12331,151
"2017","Youngstown St.",73.6162,27,71.229,31,100.806,231,102.556,208,110.417,322,112.995,317,-10.4397,284
